timestamp,action,asset,amount,price,leverage,confidence,mode,volatility,rsi_xrp,rsi_btc,portfolio_value,pnl
2025-12-07T19:54:24.581122,sell,XRP,100.0,2.06734,0,0,defensive,0.010404597763768795,53.49801061007958,60.76942607392002,2033.8410543798987,0
2025-12-07T20:04:28.313135,sell,XRP,80.0,2.07458,0,0,defensive,0.010018029495127189,57.75716099901222,63.6132315521628,2036.0617512665913,0
